 A JE                    137-131-8227     1969
 BQB JHDBSPAF            189-819-1454     4518
 BQB JHDBSPAF            189-819-1454     3648
 BQB JHDBSPAF            189-819-1454      875
 BQB JHDBSPAF            189-819-1454     3181
 BQB JHDBSPAF            189-819-1454      180
 BQB JHDBSPAF            189-819-1454     6938
 BQB JHDBSPAF            189-819-1454     3924
 BQB JHDBSPAF            189-819-1454     1427
 BQJMGVWB GORF           285-710-1635      116
 BQJMGVWB GORF           285-710-1635     7759
 BQJMGVWB GORF           285-710-1635     3117
 BQJMGVWB GORF           285-710-1635     6328
 BQJMGVWB GORF           285-710-1635     2162
 BQJMGVWB GORF           285-710-1635     1363
 BQJMGVWB GORF           285-710-1635     5734
 BQJMGVWB GORF           285-710-1635      811
 BQJMGVWB GORF           285-710-1635     7240
 BQJMGVWB GORF           285-710-1635     7532
 BQJMGVWB GORF           285-710-1635     3860
 BQJMGVWB GORF           285-710-1635     5529
 BQJMGVWB GORF           285-710-1635     3584
 BQJMGVWB GORF           285-710-1635     4454
 BQJMGVWB GORF           285-710-1635     6874
 BQJMGVWB GORF           285-710-1635     2619
 BQJMGVWB GORF           285-710-1635     4999
 BRJ CVR                 901-662-9918     5993
 BRJ CVR                 901-662-9918     6587
 BRJ CVR                 901-662-9918     2421
 BRJ CVR                 901-662-9918      375
 BRJ CVR                 901-662-9918     2878
 BRJ CVR                 901-662-9918     3376
 BRJ CVR                 901-662-9918     4713
 BRJ CVR                 901-662-9918     4119
 BRJ CVR                 901-662-9918     1070
 BRJ CVR                 901-662-9918     5258
 BRJ CVR                 901-662-9918     1622
 BSXQTHVSYIXWM AT        436-113-8037     1866
 BSXQTHVSYIXWM AT        436-113-8037      619
 BTLLSKQNNTTEWE FGLOA    481-075-9987     1943
 BVBWRTQC AIM            656-509-9344     1688
 BVBWRTQC AIM            656-509-9344     4779
 BVBWRTQC AIM            656-509-9344     6059
 BVBWRTQC AIM            656-509-9344      441
 BVBWRTQC AIM            656-509-9344     2944
 BVBWRTQC AIM            656-509-9344     3442
 BVBWRTQC AIM            656-509-9344     1136
 BVBWRTQC AIM            656-509-9344     5324
 BVBWRTQC AIM            656-509-9344     4185
 BVBWRTQC AIM            656-509-9344     2487
 BVBWRTQC AIM            656-509-9344     6653
 BVMMJY QL               376-239-2016     1926
 BVMMJY QL               376-239-2016      679
 BW HNYQQVXE             551-824-0768     1500
 BW HNYQQVXE             551-824-0768      253
 BW HNYQQVXE             551-824-0768     4591
 BW HNYQQVXE             551-824-0768     7011
 BW HNYQQVXE             551-824-0768     5136
 BW HNYQQVXE             551-824-0768     7896
 BW HNYQQVXE             551-824-0768     7377
 BW HNYQQVXE             551-824-0768     3254
 BW HNYQQVXE             551-824-0768     6465
 BW HNYQQVXE             551-824-0768     3997
 BW HNYQQVXE             551-824-0768      948
 BW HNYQQVXE             551-824-0768     2756
 BW HNYQQVXE             551-824-0768     3721
 BW HNYQQVXE             551-824-0768     5871
 BW HNYQQVXE             551-824-0768     2299
 BWECKXXBSVXG AQAXXGLP   635-695-5113     1968
 BWJWKHPHLWJ OBSDU       539-227-0596     6179
 BWJWKHPHLWJ OBSDU       539-227-0596      561
 BWJWKHPHLWJ OBSDU       539-227-0596     1808
 BWJWKHPHLWJ OBSDU       539-227-0596     4305
 BXKUMAOSHKJ IDJYHBNC    330-906-1042     4211
 BXKUMAOSHKJ IDJYHBNC    330-906-1042     1714
 BXKUMAOSHKJ IDJYHBNC    330-906-1042      467
 BXKUMAOSHKJ IDJYHBNC    330-906-1042     2970
 BXKUMAOSHKJ IDJYHBNC    330-906-1042     5350
 BXKUMAOSHKJ IDJYHBNC    330-906-1042     6085
 BXKUMAOSHKJ IDJYHBNC    330-906-1042     4805
 BXKUMAOSHKJ IDJYHBNC    330-906-1042     6679
 BXKUMAOSHKJ IDJYHBNC    330-906-1042     1162
 BXKUMAOSHKJ IDJYHBNC    330-906-1042     3468
 BYJ RRG                 058-344-6162     1912
 BYJ RRG                 058-344-6162      665
 C FSRSWOLQ              774-361-0490     2028
 CAXGFBW WTG             783-274-6979     7275
 CAXGFBW WTG             783-274-6979     5564
 CAXGFBW WTG             783-274-6979     7794
 CAXGFBW WTG             783-274-6979      151
 CAXGFBW WTG             783-274-6979     2197
 CAXGFBW WTG             783-274-6979     3619
 CAXGFBW WTG             783-274-6979     3895
 CAXGFBW WTG             783-274-6979     6363
 CAXGFBW WTG             783-274-6979     3152
 CAXGFBW WTG             783-274-6979     5769
 CAXGFBW WTG             783-274-6979     7567
 CAXGFBW WTG             783-274-6979     6909
 CAXGFBW WTG             783-274-6979     1398
 CAXGFBW WTG             783-274-6979     5034
 CAXGFBW WTG             783-274-6979     4489
 CAXGFBW WTG             783-274-6979      846
 CAXGFBW WTG             783-274-6979     2654
 CB RYIY                 428-151-6502     1753
 CB RYIY                 428-151-6502     1201
 CB RYIY                 428-151-6502     6124
 CB RYIY                 428-151-6502     5389
 CB RYIY                 428-151-6502     4250
 CB RYIY                 428-151-6502     6718
 CB RYIY                 428-151-6502     4844
 CB RYIY                 428-151-6502      506
 CCOKHSQUQBR JKJRI       609-910-9866     2437
 CCOKHSQUQBR JKJRI       609-910-9866     3392
 CCOKHSQUQBR JKJRI       609-910-9866     5274
 CCOKHSQUQBR JKJRI       609-910-9866     6009
 CCOKHSQUQBR JKJRI       609-910-9866      391
 CCOKHSQUQBR JKJRI       609-910-9866     1086
 CCOKHSQUQBR JKJRI       609-910-9866     2894
 CCOKHSQUQBR JKJRI       609-910-9866     6603
 CCOKHSQUQBR JKJRI       609-910-9866     4135
 CCOKHSQUQBR JKJRI       609-910-9866     1638
 CCOKHSQUQBR JKJRI       609-910-9866     4729
 CDXD N                  573-154-9477     2025
 CEDALNGEWXVBP J         309-418-3381     2635
 CEDALNGEWXVBP J         309-418-3381     3600
 CEDALNGEWXVBP J         309-418-3381     5545
 CEDALNGEWXVBP J         309-418-3381     2178
 CEDALNGEWXVBP J         309-418-3381     1379
 CEDALNGEWXVBP J         309-418-3381     4470
 CEDALNGEWXVBP J         309-418-3381     7548
 CEDALNGEWXVBP J         309-418-3381      132
 CEDALNGEWXVBP J         309-418-3381     6344
 CEDALNGEWXVBP J         309-418-3381     6890
 CEDALNGEWXVBP J         309-418-3381     7775
 CEDALNGEWXVBP J         309-418-3381     7256
 CEDALNGEWXVBP J         309-418-3381     5015
 CEDALNGEWXVBP J         309-418-3381      827
 CEDALNGEWXVBP J         309-418-3381     5750
 CEDALNGEWXVBP J         309-418-3381     3133
 CEDALNGEWXVBP J         309-418-3381     3876
 CEJLJYM YAAQYIU         075-227-7336     3851
 CEJLJYM YAAQYIU         075-227-7336     4990
 CEJLJYM YAAQYIU         075-227-7336     2153
 CEJLJYM YAAQYIU         075-227-7336     7231
 CEJLJYM YAAQYIU         075-227-7336     7523
 CEJLJYM YAAQYIU         075-227-7336     6865
 CEJLJYM YAAQYIU         075-227-7336      107
 CEJLJYM YAAQYIU         075-227-7336     2610
 CEJLJYM YAAQYIU         075-227-7336     7750
 CEJLJYM YAAQYIU         075-227-7336     6319
 CEJLJYM YAAQYIU         075-227-7336     4445
 CEJLJYM YAAQYIU         075-227-7336     5520
 CEJLJYM YAAQYIU         075-227-7336     1354
 CEJLJYM YAAQYIU         075-227-7336     3108
 CEJLJYM YAAQYIU         075-227-7336     3575
 CEJLJYM YAAQYIU         075-227-7336      802
 CEJLJYM YAAQYIU         075-227-7336     5725
 CENLSD OKD              165-891-8605     6810
 CENLSD OKD              165-891-8605      747
 CENLSD OKD              165-891-8605     1299
 CENLSD OKD              165-891-8605     3796
 CENLSD OKD              165-891-8605     2555
 CENLSD OKD              165-891-8605     3053
 CENLSD OKD              165-891-8605     5465
 CENLSD OKD              165-891-8605     6264
 CENLSD OKD              165-891-8605     7695
 CENLSD OKD              165-891-8605     7176
 CENLSD OKD              165-891-8605     5670
 CENLSD OKD              165-891-8605     4390
 CENLSD OKD              165-891-8605     4935
 CENLSD OKD              165-891-8605     3520
 CENLSD OKD              165-891-8605     2098
 CENLSD OKD              165-891-8605     7468
 CENLSD OKD              165-891-8605       52
 CFCRHEARTPWRO UQJ       937-746-1628     4193
 CFCRHEARTPWRO UQJ       937-746-1628     1144
 CFCRHEARTPWRO UQJ       937-746-1628     4787
 CFCRHEARTPWRO UQJ       937-746-1628     5332
 CFCRHEARTPWRO UQJ       937-746-1628     1696
 CFCRHEARTPWRO UQJ       937-746-1628     3450
 CFCRHEARTPWRO UQJ       937-746-1628      449
 CFCRHEARTPWRO UQJ       937-746-1628     6067
 CFCRHEARTPWRO UQJ       937-746-1628     2952
 CFCRHEARTPWRO UQJ       937-746-1628     2495
 CFCRHEARTPWRO UQJ       937-746-1628     6661
 CHSNBRMXOWWJJS CQIF     642-474-0601     5354
 CHSNBRMXOWWJJS CQIF     642-474-0601      471
 CHSNBRMXOWWJJS CQIF     642-474-0601     6089
 CHSNBRMXOWWJJS CQIF     642-474-0601     1718
 CHSNBRMXOWWJJS CQIF     642-474-0601     4809
 CHSNBRMXOWWJJS CQIF     642-474-0601     2974
 CHSNBRMXOWWJJS CQIF     642-474-0601     1166
 CHSNBRMXOWWJJS CQIF     642-474-0601     4215
 CHSNBRMXOWWJJS CQIF     642-474-0601     6683
 CIDBMJ TLOLAKY          943-715-1232     2426
 CIDBMJ TLOLAKY          943-715-1232     5263
 CIDBMJ TLOLAKY          943-715-1232     4718
 CIDBMJ TLOLAKY          943-715-1232     1075
 CIDBMJ TLOLAKY          943-715-1232     5998
 CIDBMJ TLOLAKY          943-715-1232     2883
 CIDBMJ TLOLAKY          943-715-1232     1627
 CIDBMJ TLOLAKY          943-715-1232     6592
 CIDBMJ TLOLAKY          943-715-1232     3381
 CIDBMJ TLOLAKY          943-715-1232     4124
 CIDBMJ TLOLAKY          943-715-1232      380
 CIMCCRQUNSP Q           704-815-1081      701
 CIMCCRQUNSP Q           704-815-1081     4344
 CIMCCRQUNSP Q           704-815-1081     2052
 CIMCCRQUNSP Q           704-815-1081     5419
 CIMCCRQUNSP Q           704-815-1081     6218
 CIMCCRQUNSP Q           704-815-1081     3474
 CIMCCRQUNSP Q           704-815-1081     6764
 CIMCCRQUNSP Q           704-815-1081     2509
 CIMCCRQUNSP Q           704-815-1081     7649
 CIMCCRQUNSP Q           704-815-1081     5624
 CIMCCRQUNSP Q           704-815-1081     3750
 CIMCCRQUNSP Q           704-815-1081     4889
 CIMCCRQUNSP Q           704-815-1081     7130
 CIMCCRQUNSP Q           704-815-1081     7422
 CIMCCRQUNSP Q           704-815-1081     1253
 CIMCCRQUNSP Q           704-815-1081     3007
 CIMCCRQUNSP Q           704-815-1081        6
 CIQBIJYCMFVJW LCVIAPB   470-723-8472     1671
 CIQBIJYCMFVJW LCVIAPB   470-723-8472     6042
 CIQBIJYCMFVJW LCVIAPB   470-723-8472     3425
 CIQBIJYCMFVJW LCVIAPB   470-723-8472     2927
 CIQBIJYCMFVJW LCVIAPB   470-723-8472     2470
 CIQBIJYCMFVJW LCVIAPB   470-723-8472     4762
 CIQBIJYCMFVJW LCVIAPB   470-723-8472      424
 CIQBIJYCMFVJW LCVIAPB   470-723-8472     6636
 CIQBIJYCMFVJW LCVIAPB   470-723-8472     5307
 CIQBIJYCMFVJW LCVIAPB   470-723-8472     4168
 CIQBIJYCMFVJW LCVIAPB   470-723-8472     1119
 CIVVFFKIRBKLAQ JL       473-819-8281      501
 CIVVFFKIRBKLAQ JL       473-819-8281     4839
 CIVVFFKIRBKLAQ JL       473-819-8281     6119
 CIVVFFKIRBKLAQ JL       473-819-8281     6713
 CIVVFFKIRBKLAQ JL       473-819-8281     4245
 CIVVFFKIRBKLAQ JL       473-819-8281     1748
 CIVVFFKIRBKLAQ JL       473-819-8281     5384
 CIVVFFKIRBKLAQ JL       473-819-8281     1196
 CJTPXKCENOXOTP QCIJV    756-323-9517     2403
 CJTPXKCENOXOTP QCIJV    756-323-9517     5240
 CJTPXKCENOXOTP QCIJV    756-323-9517     2860
 CJTPXKCENOXOTP QCIJV    756-323-9517     7115
 CJTPXKCENOXOTP QCIJV    756-323-9517     1052
 CJTPXKCENOXOTP QCIJV    756-323-9517     3358
 CJTPXKCENOXOTP QCIJV    756-323-9517     8000
 CJTPXKCENOXOTP QCIJV    756-323-9517     5975
 CJTPXKCENOXOTP QCIJV    756-323-9517      357
 CJTPXKCENOXOTP QCIJV    756-323-9517     6569
 CJTPXKCENOXOTP QCIJV    756-323-9517     4695
 CJTPXKCENOXOTP QCIJV    756-323-9517     4101
 CJTPXKCENOXOTP QCIJV    756-323-9517     1604
 CK M                    515-783-4297     3521
 CK M                    515-783-4297       53
 CK M                    515-783-4297      748
 CK M                    515-783-4297     6265
 CK M                    515-783-4297     4936
 CK M                    515-783-4297     1300
 CK M                    515-783-4297     3054
 CK M                    515-783-4297     5671
 CK M                    515-783-4297     3797
 CK M                    515-783-4297     2099
 CK M                    515-783-4297     7469
 CK M                    515-783-4297     7696
 CK M                    515-783-4297     2556
 CK M                    515-783-4297     5466
 CK M                    515-783-4297     7177
 CK M                    515-783-4297     4391
 CK M                    515-783-4297     6811
 CKFPY YNLQFDXY          276-949-6889     4508
 CKFPY YNLQFDXY          276-949-6889      865
 CKFPY YNLQFDXY          276-949-6889     5583
 CKFPY YNLQFDXY          276-949-6889     7586
 CKFPY YNLQFDXY          276-949-6889      170
 CKFPY YNLQFDXY          276-949-6889     7294
 CKFPY YNLQFDXY          276-949-6889     2673
 CKFPY YNLQFDXY          276-949-6889     3914
 CKFPY YNLQFDXY          276-949-6889     6382
 CKFPY YNLQFDXY          276-949-6889     6928
 CKFPY YNLQFDXY          276-949-6889     3171
 CKFPY YNLQFDXY          276-949-6889     5053
 CKFPY YNLQFDXY          276-949-6889     5788
 CKFPY YNLQFDXY          276-949-6889     7813
 CKFPY YNLQFDXY          276-949-6889     1417
 CKFPY YNLQFDXY          276-949-6889     3638
 CKFPY YNLQFDXY          276-949-6889     2216
 CKTARRWKVEJPLK EGM      617-137-0086     5732
 CKTARRWKVEJPLK EGM      617-137-0086     6872
 CKTARRWKVEJPLK EGM      617-137-0086     7530
 CKTARRWKVEJPLK EGM      617-137-0086     6326
 CKTARRWKVEJPLK EGM      617-137-0086     4997
 CKTARRWKVEJPLK EGM      617-137-0086      114
 CKTARRWKVEJPLK EGM      617-137-0086     5527
 CKTARRWKVEJPLK EGM      617-137-0086     3858
 CKTARRWKVEJPLK EGM      617-137-0086     3115
 CKTARRWKVEJPLK EGM      617-137-0086     2617
 CKTARRWKVEJPLK EGM      617-137-0086     7757
 CKTARRWKVEJPLK EGM      617-137-0086     1361
 CKTARRWKVEJPLK EGM      617-137-0086     3582
 CKTARRWKVEJPLK EGM      617-137-0086      809
 CKTARRWKVEJPLK EGM      617-137-0086     7238
 CKTARRWKVEJPLK EGM      617-137-0086     4452
 CKTARRWKVEJPLK EGM      617-137-0086     2160
 CLTIES YRAC             916-110-8008     1908
 CLTIES YRAC             916-110-8008      661
 CLVYU NIM               667-341-3949     1921
 CLVYU NIM               667-341-3949      674
 CLWUGQUTGOBMI XJXYTNIT  322-100-0130     6142
 CLWUGQUTGOBMI XJXYTNIT  322-100-0130     1771
 CLWUGQUTGOBMI XJXYTNIT  322-100-0130     4268
 CLWUGQUTGOBMI XJXYTNIT  322-100-0130     5407
 CLWUGQUTGOBMI XJXYTNIT  322-100-0130     1219
 CLWUGQUTGOBMI XJXYTNIT  322-100-0130      524
 CLWUGQUTGOBMI XJXYTNIT  322-100-0130     4862
 CLWUGQUTGOBMI XJXYTNIT  322-100-0130     6736
 CMOTUKBVVEPX Y          521-152-2337     6496
 CMOTUKBVVEPX Y          521-152-2337     1531
 CMOTUKBVVEPX Y          521-152-2337      284
 CMOTUKBVVEPX Y          521-152-2337     5902
 CMOTUKBVVEPX Y          521-152-2337     2787
 CMOTUKBVVEPX Y          521-152-2337     4622
 CMOTUKBVVEPX Y          521-152-2337     7408
 CMOTUKBVVEPX Y          521-152-2337      979
 CMOTUKBVVEPX Y          521-152-2337     2330
 CMOTUKBVVEPX Y          521-152-2337     7927
 CMOTUKBVVEPX Y          521-152-2337     7042
 CMOTUKBVVEPX Y          521-152-2337     4028
 CMOTUKBVVEPX Y          521-152-2337     3285
 CMOTUKBVVEPX Y          521-152-2337     5167
 CNQFNBKU PVER           364-682-8335     6664
 CNQFNBKU PVER           364-682-8335     2498
 CNQFNBKU PVER           364-682-8335     5335
 CNQFNBKU PVER           364-682-8335     4196
 CNQFNBKU PVER           364-682-8335     3453
 CNQFNBKU PVER           364-682-8335     1147
 CNQFNBKU PVER           364-682-8335     6070
 CNQFNBKU PVER           364-682-8335      452
 CNQFNBKU PVER           364-682-8335     4790
 CNQFNBKU PVER           364-682-8335     1699
 CNQFNBKU PVER           364-682-8335     2955
 COLAFLSI TBQR           159-087-1764     5463
 COLAFLSI TBQR           159-087-1764     7174
 COLAFLSI TBQR           159-087-1764     6262
 COLAFLSI TBQR           159-087-1764     6808
 COLAFLSI TBQR           159-087-1764     5668
 COLAFLSI TBQR           159-087-1764     1297
 COLAFLSI TBQR           159-087-1764     3518
 COLAFLSI TBQR           159-087-1764     3794
 COLAFLSI TBQR           159-087-1764       50
 COLAFLSI TBQR           159-087-1764     2553
 COLAFLSI TBQR           159-087-1764      745
 COLAFLSI TBQR           159-087-1764     2096
 COLAFLSI TBQR           159-087-1764     3051
 COLAFLSI TBQR           159-087-1764     7693
 COLAFLSI TBQR           159-087-1764     7466
 COLAFLSI TBQR           159-087-1764     4388
 COLAFLSI TBQR           159-087-1764     4933
 CRFSM GQKSQNTM          238-586-0299     2396
 CRFSM GQKSQNTM          238-586-0299     1045
 CRFSM GQKSQNTM          238-586-0299     2853
 CRFSM GQKSQNTM          238-586-0299     6562
 CRFSM GQKSQNTM          238-586-0299     3351
 CRFSM GQKSQNTM          238-586-0299      350
 CRFSM GQKSQNTM          238-586-0299     1597
 CRFSM GQKSQNTM          238-586-0299     5968
 CRFSM GQKSQNTM          238-586-0299     4688
 CRFSM GQKSQNTM          238-586-0299     5233
 CRFSM GQKSQNTM          238-586-0299     4094
 CRFSM GQKSQNTM          238-586-0299     7108
 CRFSM GQKSQNTM          238-586-0299     7993
 CRGIRTBT LUMW           853-256-2862     2665
 CRGIRTBT LUMW           853-256-2862     3163
 CRGIRTBT LUMW           853-256-2862     2208
 CRGIRTBT LUMW           853-256-2862     5575
 CRGIRTBT LUMW           853-256-2862      162
